"customerID","gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","Churn","Tenure_Group","Calculated total","Variance","Churn_Value","Churn_Numeric","predict_prob","predict_churn"
"3096-YXENJ","Female",0,"Yes","No",65,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",107.65,7082.85,"No","4+ Years",6997.25,0.0120855305420841,"0",0,0.138744357027684,0
"1265-BCFEO","Female",0,"Yes","No",71,"Yes","Yes","DSL","No","No","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",80.45,5662.25,"No","4+ Years",5711.95,0.00877742946708461,"0",0,0.0451631515097404,0
"5837-LXSDN","Female",0,"Yes","Yes",21,"Yes","No","DSL","No","Yes","No","No","Yes","No","One year","Yes","Credit card (automatic)",58.85,1215.45,"No","1-2 Years",1235.85,0.0167839071948662,"0",0,0.266997424317718,0
"5945-AZYHT","Male",0,"Yes","No",71,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","One year","Yes","Electronic check",109.6,7854.15,"No","4+ Years",7781.6,0.00923715487990428,"0",0,0.109891468096835,0
"8325-QRPZR","Female",0,"No","No",7,"Yes","No","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Electronic check",75.15,525,"No","0-1 Year",526.05,0.00200000000000013,"0",0,0.57375867762181,1
"6384-VMJHP","Female",0,"No","No",72,"Yes","No","DSL","Yes","Yes","Yes","Yes","No","Yes","Two year","Yes","Credit card (automatic)",73,5265.2,"No","4+ Years",5256,0.00174732203904881,"0",0,0.0338459217807394,0
"2262-SLNVK","Female",0,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",70.1,70.1,"No","0-1 Year",70.1,0,"0",0,0.613314308849963,1
"7730-CLDSV","Female",0,"Yes","Yes",72,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","No","Yes","Two year","Yes","Bank transfer (automatic)",98.65,7129.45,"No","4+ Years",7102.8,0.00373801625651342,"0",0,0.0753486386534627,0
"1135-HIORI","Female",0,"Yes","Yes",64,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","One year","Yes","Electronic check",111.45,7266.95,"No","4+ Years",7132.8,0.018460289392386,"0",0,0.16169851084843,0
"0164-APGRB","Female",0,"No","No",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check",114.9,8496.7,"No","4+ Years",8272.8,0.0263514070168418,"0",0,0.122125168825235,0
"6481-ESCNL","Female",0,"No","No",29,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","No","Bank transfer (automatic)",100.55,2878.75,"No","2-4 Years",2915.95,0.0129222752930959,"0",0,0.480557806236806,0
"1790-NESIO","Female",0,"No","No",13,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Mailed check",20.4,261.3,"No","1-2 Years",265.2,0.0149253731343283,"0",0,0.137638279891484,0
"1550-EENBN","Female",0,"No","No",31,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","Yes","Month-to-month","No","Electronic check",104.35,3205.6,"No","2-4 Years",3234.85,0.00912465685051161,"0",0,0.484297688117007,0
"5539-TMZLF","Male",1,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.75,69.75,"Yes","0-1 Year",69.75,0,"1",1,0.610578808136116,1
"4323-SADQS","Male",0,"Yes","Yes",7,"No","No phone service","DSL","Yes","No","No","Yes","No","No","Month-to-month","Yes","Electronic check",34.5,279.25,"Yes","0-1 Year",241.5,0.135183527305282,"1",1,0.26101436534385,0
"4446-BZKHU","Male",0,"Yes","No",61,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",105.55,6281.45,"Yes","4+ Years",6438.55,0.0250101489305814,"1",1,0.157799354822562,0
"5202-IVJNU","Female",0,"No","Yes",39,"No","No phone service","DSL","No","No","Yes","No","No","No","Month-to-month","No","Credit card (automatic)",30.1,1131.3,"Yes","2-4 Years",1173.9,0.0376557942190402,"1",1,0.0498799357244878,0
"5976-JCJRH","Male",0,"Yes","No",10,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.3,738.2,"Yes","0-1 Year",703,0.0476835545922515,"1",1,0.493110456083037,0
"8198-RKSZG","Female",0,"Yes","Yes",14,"Yes","Yes","DSL","No","Yes","No","Yes","Yes","Yes","Month-to-month","No","Credit card (automatic)",80.45,1137.05,"No","1-2 Years",1126.3,0.00945428960907612,"0",0,0.521567601957336,1
"0137-OCGAB","Female",0,"No","No",1,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Mailed check",80.2,80.2,"Yes","0-1 Year",80.2,0,"1",1,0.688621993192389,1
"3351-NQLDI","Female",0,"Yes","Yes",67,"Yes","Yes","Fiber optic","Yes","No","No","Yes","No","Yes","One year","Yes","Credit card (automatic)",94.35,6341.45,"Yes","4+ Years",6321.45,0.0031538528254579,"1",1,0.0852089294498801,0
"9297-EONCV","Female",0,"No","No",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",91.35,6697.2,"No","4+ Years",6577.2,0.0179179358537896,"0",0,0.0602249109831778,0
"7593-JNWRU","Male",0,"Yes","Yes",6,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",44.6,260.8,"Yes","0-1 Year",267.6,0.0260736196319019,"1",1,0.342260185518976,0
"4588-YBNIB","Female",0,"No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",19.6,19.6,"Yes","0-1 Year",19.6,0,"1",1,0.231327204103501,0
"1069-QJOEE","Male",0,"Yes","Yes",25,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Electronic check",19.9,505.45,"No","2-4 Years",497.5,0.0157285587100604,"0",0,0.0750180192456075,0
"3336-JORSO","Female",1,"No","No",33,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",110.45,3655.45,"Yes","2-4 Years",3644.85,0.00289977978087511,"1",1,0.506961470649798,1
"7799-DSEWS","Male",0,"No","No",18,"Yes","No","DSL","Yes","No","Yes","Yes","Yes","No","Month-to-month","Yes","Electronic check",68.35,1299.8,"No","1-2 Years",1230.3,0.053469764579166,"0",0,0.370026660380551,0
"8766-PAFNE","Male",0,"Yes","No",71,"Yes","No","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",79.1,5564.85,"No","4+ Years",5616.1,0.00920959235199495,"0",0,0.0432853359102039,0
"5315-CKEQK","Male",1,"Yes","Yes",28,"Yes","Yes","DSL","No","No","No","No","No","No","One year","Yes","Electronic check",51,1381.8,"No","2-4 Years",1428,0.0334346504559271,"0",0,0.160623927417996,0
"3130-ICDUP","Female",0,"No","Yes",2,"Yes","Yes","Fiber optic","Yes","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",80.55,188.1,"No","0-1 Year",161.1,0.143540669856459,"0",0,0.679213350600407,1
"0820-FNRNX","Male",0,"Yes","Yes",17,"Yes","Yes","DSL","No","Yes","Yes","Yes","No","No","Month-to-month","Yes","Mailed check",66.7,1077.05,"No","1-2 Years",1133.9,0.052783064853071,"0",0,0.370198979520599,0
"0880-FVFWF","Male",0,"No","No",56,"Yes","Yes","Fiber optic","Yes","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",86.4,4922.4,"No","4+ Years",4838.4,0.0170648464163821,"0",0,0.116114788267218,0
"4611-ANLQC","Female",0,"Yes","No",60,"No","No phone service","DSL","Yes","Yes","Yes","No","No","Yes","One year","No","Electronic check",50.05,2911.5,"No","4+ Years",3003,0.0314270994332818,"0",0,0.0308790842253955,0
"4213-HKBJO","Female",0,"No","No",33,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",25.7,826.1,"No","2-4 Years",848.1,0.0266311584553928,"0",0,0.0594396635353734,0
"2792-LSHWX","Female",0,"No","No",1,"Yes","No","Fiber optic","Yes","Yes","No","Yes","No","No","Month-to-month","Yes","Mailed check",83.4,83.4,"No","0-1 Year",83.4,0,"0",0,0.71074517042695,1
"5028-GZLDO","Male",0,"No","No",2,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",70.7,140.7,"Yes","0-1 Year",141.4,0.00497512437810957,"1",1,0.604910388906172,1
"0014-BMAQU","Male",0,"Yes","No",63,"Yes","Yes","Fiber optic","Yes","No","No","Yes","No","No","Two year","Yes","Credit card (automatic)",84.65,5377.8,"No","4+ Years",5332.95,0.0083398415709025,"0",0,0.077796993715287,0
"6861-XWTWQ","Male",1,"Yes","No",7,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",99.25,665.45,"Yes","0-1 Year",694.75,0.0440303553986024,"1",1,0.748457459907964,1
"9018-PCIOK","Female",0,"No","No",55,"Yes","No","DSL","No","Yes","Yes","No","No","Yes","Two year","Yes","Mailed check",64.75,3617.1,"No","4+ Years",3561.25,0.0154405462939924,"0",0,0.0637289998547252,0
"4837-QUSFT","Female",0,"Yes","No",65,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","No","One year","Yes","Bank transfer (automatic)",100.15,6643.5,"No","4+ Years",6509.75,0.0201324602995409,"0",0,0.111788175571634,0
"6877-TJMBR","Male",0,"Yes","No",1,"Yes","No","Fiber optic","No","No","No","Yes","Yes","No","Month-to-month","Yes","Electronic check",84.8,84.8,"Yes","0-1 Year",84.8,0,"1",1,0.720125425584245,1
"9953-ZMKSM","Male",0,"No","No",63,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",25.25,1559.3,"No","4+ Years",1590.75,0.020169306740204,"0",0,0.0118011813283351,0
"0907-HQNTS","Female",1,"Yes","No",70,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",113,7987.6,"No","4+ Years",7910,0.00971505834042771,"0",0,0.12731600794728,0
"7665-NKLAV","Female",0,"Yes","Yes",36,"No","No phone service","DSL","Yes","No","Yes","Yes","No","No","Two year","No","Credit card (automatic)",40.65,1547.35,"No","2-4 Years",1463.4,0.054254047242059,"0",0,0.0805717956147596,0
"6769-DCQLI","Male",0,"No","No",52,"Yes","No","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",105,5426.85,"Yes","4+ Years",5460,0.00610851598993885,"1",1,0.231940170189049,0
"2433-KMEAS","Male",0,"No","No",22,"Yes","Yes","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check",54.45,1127.35,"Yes","1-2 Years",1197.9,0.0625803876347188,"1",1,0.229741406078576,0
"4391-LNRXK","Male",0,"No","No",22,"Yes","No","Fiber optic","No","Yes","Yes","Yes","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",94.95,2142.8,"No","1-2 Years",2088.9,0.0251540041067762,"0",0,0.530760451173581,1
"8250-ZNGGW","Female",1,"No","No",5,"Yes","No","DSL","Yes","Yes","No","Yes","No","No","Month-to-month","No","Credit card (automatic)",59.9,287.85,"No","0-1 Year",299.5,0.0404724682994614,"0",0,0.476360960247982,0
"2195-ZRVAX","Female",0,"Yes","No",47,"Yes","No","Fiber optic","No","No","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",85.3,4045.65,"Yes","2-4 Years",4009.1,0.0090343949674342,"1",1,0.172138822674869,0
"3550-SAHFP","Female",0,"No","No",33,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",83.35,2757.85,"Yes","2-4 Years",2750.55,0.00264698950269238,"1",1,0.29648557407678,0
"2011-TRQYE","Male",0,"No","No",18,"No","No phone service","DSL","No","Yes","Yes","No","No","No","Month-to-month","Yes","Credit card (automatic)",33.5,600,"Yes","1-2 Years",603,0.005,"1",1,0.15721278299052,0
"8562-GHPPI","Female",0,"No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Credit card (automatic)",19.8,19.8,"No","0-1 Year",19.8,0,"0",0,0.232499751838489,0
"5893-PYOLZ","Male",0,"No","No",56,"Yes","No","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",81.8,4534.45,"No","4+ Years",4580.8,0.0102217468491218,"0",0,0.10145632232971,0
"4986-MXSFP","Female",0,"No","No",2,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",20,40.9,"No","0-1 Year",40,0.0220048899755501,"0",0,0.22396420699243,0
"6131-FOYAS","Male",0,"No","No",35,"Yes","Yes","DSL","Yes","No","Yes","No","No","No","Month-to-month","Yes","Electronic check",59.6,2094.9,"No","2-4 Years",2086,0.00424841281206745,"0",0,0.147309605026335,0
"3027-YNWZU","Female",0,"Yes","No",64,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",25,1584.8,"No","4+ Years",1600,0.00959111559818276,"0",0,0.0110856330484632,0
"5609-IMCGG","Female",0,"No","No",15,"Yes","Yes","Fiber optic","Yes","No","Yes","No","No","No","Month-to-month","Yes","Credit card (automatic)",84.35,1302.65,"No","1-2 Years",1265.25,0.0287107051011401,"0",0,0.539825126073108,1
"4873-ILOLJ","Male",0,"No","No",24,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",90.35,2238.5,"Yes","1-2 Years",2168.4,0.0313156131337951,"1",1,0.465481938318773,0
"4727-MCYZG","Male",0,"No","No",1,"Yes","No","DSL","No","No","No","No","No","Yes","Month-to-month","No","Mailed check",55.55,55.55,"No","0-1 Year",55.55,0,"0",0,0.495596057464334,0
"9481-WHGWY","Female",0,"Yes","Yes",70,"Yes","No","DSL","Yes","No","No","Yes","Yes","Yes","Two year","No","Credit card (automatic)",75.35,5437.75,"No","4+ Years",5274.5,0.0300216082019218,"0",0,0.0405404838226033,0
"2725-KXXWT","Male",0,"Yes","No",1,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",90.75,90.75,"Yes","0-1 Year",90.75,0,"1",1,0.757847620391777,1
"9565-DJPIB","Female",0,"No","Yes",4,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","No","Mailed check",89.6,365.65,"Yes","0-1 Year",358.4,0.0198277040886093,"1",1,0.718681226421568,1
"4328-VUFWD","Female",0,"No","No",39,"Yes","No","DSL","No","No","No","Yes","No","Yes","One year","No","Electronic check",59.3,2209.15,"No","2-4 Years",2312.7,0.0468732317859809,"0",0,0.120689696042656,0
"3301-LSLWQ","Female",0,"No","No",29,"Yes","Yes","DSL","Yes","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",66.1,1912.15,"No","2-4 Years",1916.9,0.00248411473995229,"0",0,0.229408391977012,0
"7473-ZBDSN","Female",0,"Yes","Yes",14,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",18.8,255.55,"No","1-2 Years",263.2,0.0299354333789864,"0",0,0.12534588016031,0
"3166-PNEOF","Female",0,"No","No",61,"Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",86.45,5175.3,"No","4+ Years",5273.45,0.0189650841497111,"0",0,0.0908476396296295,0
"5639-NTUPK","Male",0,"No","Yes",13,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",52.1,670.65,"No","1-2 Years",677.3,0.00991575337359292,"0",0,0.311801780056711,0
"8780-YRMTT","Female",0,"No","No",66,"No","No phone service","DSL","Yes","Yes","Yes","Yes","No","No","Two year","Yes","Mailed check",47.4,3177.25,"No","4+ Years",3128.4,0.0153749311511527,"0",0,0.0205566242718266,0
"8348-HFYIV","Male",0,"No","No",2,"No","No phone service","DSL","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",49.25,90.35,"Yes","0-1 Year",98.5,0.0902047592695075,"1",1,0.430450754472063,0
"5140-FOMCQ","Female",0,"Yes","No",59,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","One year","Yes","Credit card (automatic)",109.15,6557.75,"No","4+ Years",6439.85,0.0179787274598757,"0",0,0.190599856710318,0
"6242-SGYTS","Male",0,"Yes","Yes",62,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","No","One year","Yes","Credit card (automatic)",94.95,5791.85,"No","4+ Years",5886.9,0.01641099130675,"0",0,0.111192751371309,0
"8166-ORCHU","Male",1,"Yes","No",33,"Yes","No","Fiber optic","Yes","Yes","No","Yes","No","Yes","One year","Yes","Electronic check",93.55,3055.5,"No","2-4 Years",3087.15,0.0103583701521846,"0",0,0.370895033939769,0
"8414-OOEEL","Male",0,"No","Yes",66,"Yes","No","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",79.5,5196.1,"No","4+ Years",5247,0.00979580839475754,"0",0,0.0569309930128886,0
"8454-AATJP","Female",0,"No","No",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",115.05,8405,"No","4+ Years",8283.6,0.0144437834622248,"0",0,0.122655447586985,0
"6849-WLEYG","Male",0,"No","Yes",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.75,19.75,"Yes","0-1 Year",19.75,0,"1",1,0.232206226958376,0
"4659-NZRUF","Female",0,"No","No",19,"Yes","Yes","Fiber optic","Yes","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check",95.15,1789.25,"Yes","1-2 Years",1807.85,0.0103954170741932,"1",1,0.573199197759595,1
"4531-AUZNK","Female",0,"Yes","Yes",51,"Yes","Yes","Fiber optic","Yes","No","No","Yes","Yes","No","One year","Yes","Mailed check",95.15,5000.05,"No","4+ Years",4852.65,0.0294797052029479,"0",0,0.187469974211418,0
"4191-XOVOM","Male",0,"No","No",63,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","Month-to-month","No","Electronic check",105.4,6713.2,"No","4+ Years",6640.2,0.0108740987904426,"0",0,0.143106869971015,0
"2150-OEGBV","Male",0,"No","No",27,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Bank transfer (automatic)",20.1,562.6,"No","2-4 Years",542.7,0.0353714895129754,"0",0,0.0681440763613853,0
"8429-XIBUM","Male",0,"No","No",22,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",101.35,2317.1,"Yes","1-2 Years",2229.7,0.0377195632471624,"1",1,0.582693281144298,1
"1855-CFULU","Female",1,"No","No",4,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.05,91.45,"No","0-1 Year",80.2,0.123018042646255,"0",0,0.205681218172798,0
"4878-BUNFV","Male",0,"Yes","Yes",42,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",20.7,828.85,"No","2-4 Years",869.4,0.0489232068528684,"0",0,0.0316306800107478,0
"1872-EBWSC","Female",0,"No","No",29,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",20.35,617.35,"No","2-4 Years",590.15,0.0440592856564346,"0",0,0.0619534426639257,0
"2608-BHKFN","Female",0,"No","No",4,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",70.05,266.9,"Yes","0-1 Year",280.2,0.0498313975271638,"1",1,0.573093476162619,1
"7026-YMSBE","Male",0,"No","No",30,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",19.7,625.05,"No","2-4 Years",591,0.054475641948644,"0",0,0.0576571418951473,0
"7341-LXCAF","Male",0,"Yes","No",4,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",74.65,301.4,"Yes","0-1 Year",298.6,0.00928998009289965,"1",1,0.609659875647492,1
"6997-UVGOX","Male",0,"Yes","Yes",71,"Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",85.45,6029.9,"No","4+ Years",6066.95,0.00614438050382265,"0",0,0.0528152169537434,0
"9674-EHPPG","Male",0,"Yes","No",46,"No","No phone service","DSL","Yes","No","Yes","Yes","No","No","Two year","No","Credit card (automatic)",40.4,1842.7,"No","2-4 Years",1858.4,0.00852010636565899,"0",0,0.0477301737313632,0
"9462-MJUAW","Male",0,"No","No",4,"Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",50.4,206.6,"Yes","0-1 Year",201.6,0.0242013552758954,"1",1,0.412836130895085,0
"8128-YVJRG","Female",0,"No","No",7,"Yes","Yes","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Mailed check",79.65,604.7,"Yes","0-1 Year",557.55,0.0779725483710931,"1",1,0.609523786154667,1
"5440-VHLUL","Male",0,"No","No",69,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",105.2,7386.05,"No","4+ Years",7258.8,0.0172284238530744,"0",0,0.106540485153148,0
"5781-BKHOP","Female",0,"Yes","No",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","No","Two year","No","Bank transfer (automatic)",100.65,7334.05,"No","4+ Years",7246.8,0.0118965646539088,"0",0,0.0800649229987892,0
"4283-FUTGF","Male",1,"No","No",19,"Yes","Yes","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Electronic check",79.85,1471.75,"Yes","1-2 Years",1517.15,0.030847630372006,"1",1,0.448025847629567,0
"5213-TWWJU","Male",0,"No","No",28,"Yes","No","Fiber optic","No","No","Yes","Yes","No","Yes","Month-to-month","No","Electronic check",91,2626.15,"No","2-4 Years",2548,0.029758391561792,"0",0,0.416518917386047,0
"1569-TTNYJ","Male",0,"Yes","No",5,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",78.75,412.1,"Yes","0-1 Year",393.75,0.0445280271778695,"1",1,0.628498329014597,1
"8628-MFKAX","Female",1,"Yes","No",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",116.75,8277.05,"No","4+ Years",8406,0.0155792220658327,"0",0,0.128804707412197,0
"2397-BRLOM","Male",1,"Yes","Yes",8,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",80.45,583.45,"Yes","0-1 Year",643.6,0.103093666980889,"1",1,0.602668383296439,1
"7629-WIXZF","Female",0,"No","No",7,"Yes","No","DSL","Yes","No","No","No","No","Yes","One year","Yes","Electronic check",59.1,369.25,"No","0-1 Year",413.7,0.120379146919431,"0",0,0.442493696076976,0
"5445-GLVOT","Female",0,"No","No",22,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check",49.8,1049.05,"No","1-2 Years",1095.6,0.0443734807683141,"0",0,0.203782917777169,0
"3976-HXHCE","Male",0,"No","No",72,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",19.3,1414.8,"No","4+ Years",1389.6,0.0178117048346055,"0",0,0.00594688315035632,0
"2466-NEJOJ","Male",0,"Yes","Yes",8,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Credit card (automatic)",19.65,169.75,"No","0-1 Year",157.2,0.0739322533136967,"0",0,0.170158583532405,0
"0254-KCJGT","Male",0,"Yes","No",52,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","Yes","One year","Yes","Credit card (automatic)",81.4,4354.45,"No","4+ Years",4232.8,0.0279369380748429,"0",0,0.121945889520228,0
"5472-CVMDX","Female",0,"No","No",68,"No","No phone service","DSL","Yes","No","Yes","Yes","No","No","Two year","No","Mailed check",38.9,2719.2,"No","4+ Years",2645.2,0.0272138864371874,"0",0,0.0140130951575045,0
"6461-SZMCV","Female",0,"Yes","No",71,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",87.95,6365.35,"No","4+ Years",6244.45,0.0189934567620006,"0",0,0.0570861822069357,0
"8150-QUDFX","Male",0,"No","No",2,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.85,51.6,"No","0-1 Year",39.7,0.23062015503876,"0",0,0.22310731824212,0
"9508-ILZDG","Female",1,"No","No",34,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","No","Month-to-month","Yes","Electronic check",96.35,3190.25,"No","2-4 Years",3275.9,0.0268474257503329,"0",0,0.379594802155173,0
"2346-DJQTB","Female",0,"No","No",35,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",24.15,812.5,"No","2-4 Years",845.25,0.0403076923076923,"0",0,0.0510466574825597,0
"1697-LYYYX","Female",0,"Yes","Yes",61,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Credit card (automatic)",19.1,1143.8,"No","4+ Years",1165.1,0.018622136737192,"0",0,0.0107716500903954,0
"1942-OQFRW","Male",0,"No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",44,44,"No","0-1 Year",44,0,"0",0,0.401850803670151,0
"4749-VFKVB","Female",0,"No","No",1,"Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",50.1,50.1,"Yes","0-1 Year",50.1,0,"1",1,0.450910863800426,0
"9640-ZSLDC","Female",0,"Yes","Yes",53,"Yes","No","DSL","No","No","Yes","No","No","Yes","One year","No","Credit card (automatic)",60.6,3297,"No","4+ Years",3211.8,0.0258416742493175,"0",0,0.0621661107691245,0
"4231-LZUYM","Female",0,"Yes","No",72,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",25.65,1887,"No","4+ Years",1846.8,0.0213036565977743,"0",0,0.00731906307837979,0
"7598-UAASY","Male",0,"Yes","No",2,"Yes","No","Fiber optic","No","No","Yes","No","No","No","Month-to-month","No","Electronic check",76.4,151.8,"Yes","0-1 Year",152.8,0.00658761528326746,"1",1,0.648754922886351,1
"7938-OUHIO","Male",0,"No","No",3,"Yes","No","Fiber optic","No","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",98.7,293.65,"Yes","0-1 Year",296.1,0.00834326579261041,"1",1,0.784566904845099,1
"8510-AWCXC","Female",1,"No","No",13,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",100.8,1308.1,"Yes","1-2 Years",1310.4,0.00175827536121088,"1",1,0.692353493235422,1
